track,date,number,car_title,result,group,entrant,bodywork,engine,drivers,sponsor,colour,tyre,updated,contributor,make,model,suffix,chassis,NA,result_raw,result_txt,result_status,grid,grid_time,finish_gap,dnf_reason,thumb_url,photo_url,make_url,model_url,suffix_url,chassis_url,NA_url
nurburgring,2003-06-01,87,BMW M3 E36 - BMW,NA,A5,,Closed bodywork,Front-engined,Walter Kast/Victor Smolski (D)/Jürgen Möhle (D)/Henning Meyersrenken,NA,NA,NA,NA,NA,BMW,M3,E36,NA,NA,Result: did not finishGrid: 117th (11:06.2570),did not finishGrid: 117th (11:06.2570),not_finished,117,11:06.2570,NA,11:06.2570,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,https://www.racingsportscars.com/suffix/photo/BMW/M3/E36.html,NA,NA
nurburgring,2003-06-01,178,Opel Astra OPC - Opel,NA,V3,,-,-,Ralf Zensen (D)/Andy Fink/Jürgen Baumgarten/Rainer Reich,NA,NA,NA,NA,NA,Opel,Astra,OPC,NA,NA,Result: did not finishGrid: 185th (11:37.9950),did not finishGrid: 185th (11:37.9950),not_finished,185,11:37.9950,NA,11:37.9950,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Astra.html,https://www.racingsportscars.com/suffix/photo/Opel/Astra/OPC.html,NA,NA
nurburgring,2003-06-01,61,BMW E46 Compact - BMW,NA,A6,Duller Motorsport,Closed bodywork,Front-engined,Harry Handkammer (GB)/Stuart Wright (GB)/Gregor Fisken (GB)/Ian Donaldson (GB),NA,NA,NA,NA,NA,BMW,NA,NA,NA,E46 Compact,Result: did not finishGrid: 45th (10:20.3900),did not finishGrid: 45th (10:20.3900),not_finished,45,10:20.3900,NA,10:20.3900,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,NA,NA,NA,https://www.racingsportscars.com/
nurburgring,2003-06-01,168,BMW 318 is E36 - BMW,NA,V2,MSC Rhön e.V. im AvD,Closed bodywork,Front-engined,Riccardo Bachiorri (I)/Giuseppe Chiminelli (I)/Thomas Nett/Jerome Fürderer,NA,NA,NA,NA,NA,BMW,318,is E36,NA,NA,Result: did not finishGrid: 199th (11:53.5959),did not finishGrid: 199th (11:53.5959),not_finished,199,11:53.5959,NA,11:53.5959,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/318.html,https://www.racingsportscars.com/suffix/photo/BMW/318/is%20E36.html,NA,NA
nurburgring,2003-06-01,39,Porsche 996 GT3 Cup - Porsche F6 4v DOHC N/A,NA,A7,Scuderia Offenbach e.V. im ADAC,Closed bodywork,Rear-engined,Achim Schneider (D)/Kurt Distler/Harald Weiland (D)/Edgar Althoff (D),NA,NA,NA,NA,NA,Porsche,996 GT3 Cup,NA,NA,NA,Result: did not finishGrid: 28th (10:03.8170),did not finishGrid: 28th (10:03.8170),not_finished,28,10:03.8170,NA,10:03.8170,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/996%20GT3%20Cup.html,NA,NA,NA
nurburgring,2003-06-01,248,VW Golf TDi - VW,NA,S1,,-,-,Roland Konrad (D)/Dierk Sonntag-Möller/Thorsten Unger,NA,NA,NA,NA,NA,VW,Golf,TDi,NA,NA,Result: did not finishGrid: 139th (11:16.5660),did not finishGrid: 139th (11:16.5660),not_finished,139,11:16.5660,NA,11:16.5660,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/VW.html,https://www.racingsportscars.com/type/photo/VW/Golf.html,https://www.racingsportscars.com/suffix/photo/VW/Golf/TDi.html,NA,NA
nurburgring,2003-06-01,93,BMW 318 ti Compact - BMW N/A,NA,V2,AC Radevormwald e.V. im ADAC,Closed bodywork,Front-engined,Manfred Wader (D)/Martin Wagenstetter (D)/Klaus Wagenstetter/Thomas Wagenstetter (D),NA,NA,NA,NA,NA,BMW,318,ti Compact,NA,NA,Result: did not finishGrid: 154th (11:22.6591),did not finishGrid: 154th (11:22.6591),not_finished,154,11:22.6591,NA,11:22.6591,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/318.html,https://www.racingsportscars.com/suffix/photo/BMW/318/ti%20Compact.html,NA,NA
nurburgring,2003-06-01,242,Renault Clio Trophy D - Renault,NA,S1,,-,-,Franck Grossetéte/Philippe Géhin/Meik Utsch (D),NA,NA,NA,NA,NA,Renault,Clio,Trophy D,NA,NA,Result: did not finishGrid: 77th (10:45.8280),did not finishGrid: 77th (10:45.8280),not_finished,77,10:45.8280,NA,10:45.8280,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Renault.html,https://www.racingsportscars.com/type/photo/Renault/Clio.html,https://www.racingsportscars.com/suffix/photo/Renault/Clio/Trophy%20D.html,NA,NA
nurburgring,2003-06-01,150,Ford Fiesta ST - Ford,NA,A2,Ford-Bank Team Panhuis,-,-,Thomas Marschall/Thomas Klenke (D)/Dirk Werner (D)/Christina Surer,NA,NA,NA,NA,NA,Ford,Fiesta,ST,NA,NA,Result: did not finishGrid: 78th (10:46.5060),did not finishGrid: 78th (10:46.5060),not_finished,78,10:46.5060,NA,10:46.5060,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Ford.html,https://www.racingsportscars.com/type/photo/Ford/Fiesta.html,https://www.racingsportscars.com/suffix/photo/Ford/Fiesta/ST.html,NA,NA
nurburgring,2003-06-01,73,Seat León 1.8t - Seat 1800 cc Turbo,NA,A5,,-,-,André Engel/Christian Heigl/Lothar Diederich/Hans-Dieter Engel,NA,NA,NA,NA,NA,Seat,León,1.8t,NA,NA,Result: did not finishGrid: 52nd (10:23.6310),did not finishGrid: 52nd (10:23.6310),not_finished,52,10:23.6310,NA,10:23.6310,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Seat.html,https://www.racingsportscars.com/type/photo/Seat/Le%c3%b3n.html,https://www.racingsportscars.com/suffix/photo/Seat/Le%c3%b3n/1.8t.html,NA,NA
nurburgring,2003-06-01,21,Porsche 996 - Porsche,NA,A7,,Closed bodywork,Rear-engined,Norbert Fischer (D)/Stefan Beil/Christoph Pruski/Patrick Spadacini (F),NA,NA,NA,NA,NA,Porsche,996,NA,NA,NA,Result: did not finishGrid: 21st (9:49.6160),did not finishGrid: 21st (9:49.6160),not_finished,21,9:49.6160,NA,9:49.6160,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/996.html,NA,NA,NA
nurburgring,2003-06-01,4,Porsche 996 - Porsche,NA,A7,Steam-Racing,Closed bodywork,Rear-engined,Michael Schratz (D)/Achim Berg (D)/Vic Rice (USA)/Spencer Trenery (USA),NA,NA,NA,NA,NA,Porsche,996,NA,NA,NA,Result: did not finishGrid: 24th (9:51.7170),did not finishGrid: 24th (9:51.7170),not_finished,24,9:51.7170,NA,9:51.7170,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/996.html,NA,NA,NA
nurburgring,2003-06-01,183,Opel Astra OPC - Opel,NA,V3,Pink Power Taunus Racing Team,-,-,Kurt Lotz/Thomas Nickel/Arno Wester (D)/Andreas Graf Praschma (D),NA,NA,NA,NA,NA,Opel,Astra,OPC,NA,NA,Result: did not finishGrid: 172nd (11:29.5370),did not finishGrid: 172nd (11:29.5370),not_finished,172,11:29.5370,NA,11:29.5370,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Astra.html,https://www.racingsportscars.com/suffix/photo/Opel/Astra/OPC.html,NA,NA
nurburgring,2003-06-01,140,BMW 320i E46 - BMW,NA,A3,Serra Roig,Closed bodywork,Front-engined,Donald Molenaar (NL)/Tom Coronel (NL)/Duncan Huisman (NL)/Torsten Schubert (D),NA,NA,NA,NA,NA,BMW,320i,E46,NA,NA,Result: did not finishGrid: 79th (10:46.6050),did not finishGrid: 79th (10:46.6050),not_finished,79,10:46.6050,NA,10:46.6050,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/320i.html,https://www.racingsportscars.com/suffix/photo/BMW/320i/E46.html,NA,NA
nurburgring,2003-06-01,25,Porsche 996 - Porsche,NA,A7,Steam-Racing,Closed bodywork,Rear-engined,Alexander Sator/Alfred Dierlamm/Hans Joachim Pillich/Burkhard N. Leinen,NA,NA,NA,NA,NA,Porsche,996,NA,NA,NA,Result: did not finishGrid: 46th (10:20.5970),did not finishGrid: 46th (10:20.5970),not_finished,46,10:20.5970,NA,10:20.5970,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/996.html,NA,NA,NA
nurburgring,2003-06-01,85,BMW M3 E36 - BMW,NA,A5,,Closed bodywork,Front-engined,Michael Bonk (D)/Peter Bonk (D)/Wolf Silvester (D)/Thomas Braumüller,NA,NA,NA,NA,NA,BMW,M3,E36,NA,NA,Result: did not finishGrid: 37th (10:14.2850),did not finishGrid: 37th (10:14.2850),not_finished,37,10:14.2850,NA,10:14.2850,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,https://www.racingsportscars.com/suffix/photo/BMW/M3/E36.html,NA,NA
nurburgring,2003-06-01,42,BMW M3 E46 GTR - BMW,NA,E1,BMW Motorsport (D),Closed bodywork,Front-engined,Hans-Joachim Stuck (D)/Boris Said (USA)/Marc Duez (B)/John Nielsen (DK),NA,NA,NA,NA,NA,BMW,M3,E46 GTR,NA,NA,Result: did not finishGrid: 5th (9:08.7710),did not finishGrid: 5th (9:08.7710),not_finished,5,9:08.7710,NA,9:08.7710,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,https://www.racingsportscars.com/suffix/photo/BMW/M3/E46%20GTR.html,NA,NA
nurburgring,2003-06-01,3,Porsche 996 - Porsche,NA,A7,Jürgen Alzen Motorsport,Closed bodywork,Rear-engined,Markus Hofbauer/Jan Frank/Andrew Bagnall (NZ)/Patrick Simon (D),NA,NA,NA,NA,NA,Porsche,996,NA,NA,NA,Result: did not finishGrid: 16th (9:41.8270),did not finishGrid: 16th (9:41.8270),not_finished,16,9:41.8270,NA,9:41.8270,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/996.html,NA,NA,NA
nurburgring,2003-06-01,109,Toyota Altezza - Toyota,NA,A3,I-Dea Project (Miyoshi Masami),-,-,Masami Miyoshi (J)/Yasuo Kusakabe (J)/Hideshi Matsuda (J)/Shin'ichi Katsura (J),NA,NA,NA,NA,NA,Toyota,Altezza,NA,NA,NA,Result: did not finishGrid: 67th (10:40.3199),did not finishGrid: 67th (10:40.3199),not_finished,67,10:40.3199,NA,10:40.3199,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Toyota.html,https://www.racingsportscars.com/type/photo/Toyota/Altezza.html,NA,NA,NA
nurburgring,2003-06-01,128,VW Golf II GTI - VW,NA,A3,"DSK ""Ja zum Motorsport""",-,-,Helmut Arens/Heribert Blümel/Ralf Zimmermann,NA,NA,NA,NA,NA,VW,Golf,II GTI,NA,NA,Result: did not finishGrid: 140th (11:16.7371),did not finishGrid: 140th (11:16.7371),not_finished,140,11:16.7371,NA,11:16.7371,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/VW.html,https://www.racingsportscars.com/type/photo/VW/Golf.html,https://www.racingsportscars.com/suffix/photo/VW/Golf/II%20GTI.html,NA,NA
nurburgring,2003-06-01,142,Ford Fiesta ST - Ford N/A,NA,A2,,Closed bodywork,Front-engined,Thomas Gerling/Berthold Bermel (D)/Michael Funke (D)/Jürgen Rother,NA,NA,NA,NA,NA,Ford,Fiesta,ST,NA,NA,Result: did not finishGrid: 103rd (10:59.0820),did not finishGrid: 103rd (10:59.0820),not_finished,103,10:59.0820,NA,10:59.0820,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Ford.html,https://www.racingsportscars.com/type/photo/Ford/Fiesta.html,https://www.racingsportscars.com/suffix/photo/Ford/Fiesta/ST.html,NA,NA
nurburgring,2003-06-01,254,BMW 320d E46 - BMW,NA,S1,,Closed bodywork,Front-engined,Henning Meyersrenken/Guy Hoffeld/Pedro Passyutu/Donny Wagner,NA,NA,NA,NA,NA,BMW,320d,E46,NA,NA,Result: did not finishGrid: 174th (11:31.6780),did not finishGrid: 174th (11:31.6780),not_finished,174,11:31.6780,NA,11:31.6780,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/320d.html,https://www.racingsportscars.com/suffix/photo/BMW/320d/E46.html,NA,NA
nurburgring,2003-06-01,2,Porsche 996 Turbo - Porsche,NA,A8,H&R Spezialfedern,Closed bodywork,Rear-engined,Jürgen Alzen (D)/Arno Klasen (D)/Uwe Alzen (D)/Michael Bartels (D),NA,NA,NA,NA,NA,Porsche,996 Turbo,NA,NA,NA,Result: did not finishGrid: 1st (9:00.2660),did not finishGrid: 1st (9:00.2660),not_finished,1,9:00.2660,NA,9:00.2660,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/996%20Turbo.html,NA,NA,NA
nurburgring,2003-06-01,98,Mini Cooper S -,NA,A4,Fakt-Prüf. und Ing. Zentrum,Closed bodywork,Front-engined,Benno Rottenfusser (D)/Gunther Weber/Jörg Weidinger (D),NA,NA,NA,NA,NA,Mini,Cooper,S,NA,NA,Result: did not finishGrid: 113th (11:03.7830),did not finishGrid: 113th (11:03.7830),not_finished,113,11:03.7830,NA,11:03.7830,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Mini.html,https://www.racingsportscars.com/type/photo/Mini/Cooper.html,https://www.racingsportscars.com/suffix/photo/Mini/Cooper/S.html,NA,NA
nurburgring,2003-06-01,222,Honda Civic Type R - Honda,NA,N2,Schirra Motoring,-,-,Jörg Viebahn (D)/Reiner Schönauer/Joachim Schirra (D)/Marc Basseng (D),NA,NA,NA,NA,NA,Honda,Civic,Type R,NA,NA,Result: did not finishGrid: 66th (10:39.4880),did not finishGrid: 66th (10:39.4880),not_finished,66,10:39.4880,NA,10:39.4880,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/Civic.html,https://www.racingsportscars.com/suffix/photo/Honda/Civic/Type%20R.html,NA,NA
nurburgring,2003-06-01,246,BMW 320d E46 - BMW,NA,S1,PSV Linz,Closed bodywork,Front-engined,Peter Nemecek/Hans Schachinger/Helmut Walkolbinger,NA,NA,NA,NA,NA,BMW,320d,E46,NA,NA,Result: did not finishGrid: 137th (11:15.6660),did not finishGrid: 137th (11:15.6660),not_finished,137,11:15.6660,NA,11:15.6660,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/320d.html,https://www.racingsportscars.com/suffix/photo/BMW/320d/E46.html,NA,NA
nurburgring,2003-06-01,151,Audi TT - Audi,NA,A3,DMC Dürener Motorsportclub e.V. im ADAC,Closed bodywork,Mid-engined,Willi Friedrichs (D)/Christoph Esser (D),NA,NA,NA,NA,NA,Audi,TT,NA,NA,NA,Result: did not finishGrid: 73rd (10:42.9240),did not finishGrid: 73rd (10:42.9240),not_finished,73,10:42.9240,NA,10:42.9240,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Audi.html,https://www.racingsportscars.com/type/photo/Audi/TT.html,NA,NA,NA
nurburgring,2003-06-01,50,Audi S3 - Audi,NA,A6,,-,-,Hans-Joachim Holz/Werner Scholz/Martin De Groot/Waldemar Karkoschka,NA,NA,NA,NA,NA,Audi,S3,NA,NA,NA,Result: did not finishGrid: 141st (11:16.7710),did not finishGrid: 141st (11:16.7710),not_finished,141,11:16.7710,NA,11:16.7710,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Audi.html,https://www.racingsportscars.com/type/photo/Audi/S3.html,NA,NA,NA
nurburgring,2003-06-01,99,Opel Manta B # - Opel,NA,A4,,Closed bodywork,Front-engined,Reiner Zimmermann/Martin Wagner/Fritz Köhler/Udo Rziha,NA,NA,NA,NA,NA,Opel,Manta,B,#,NA,Result: did not finishGrid: 120th (11:07.7140),did not finishGrid: 120th (11:07.7140),not_finished,120,11:07.7140,NA,11:07.7140,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Manta.html,https://www.racingsportscars.com/suffix/photo/Opel/Manta/B.html,https://www.racingsportscars.com/chassis/photo/Manta-Zimmermann%23.html,NA
nurburgring,2003-06-01,131,Seat Ibiza - Seat,NA,A3,,-,-,Mike Schedler/Martin Mechtersheimer/Volker Buurmann,NA,NA,NA,NA,NA,Seat,Ibiza,NA,NA,NA,Result: did not finishGrid: 184th (11:37.3831),did not finishGrid: 184th (11:37.3831),not_finished,184,11:37.3831,NA,11:37.3831,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Seat.html,https://www.racingsportscars.com/type/photo/Seat/Ibiza.html,NA,NA,NA
nurburgring,2003-06-01,170,Ford Focus ST - Ford,NA,V3,,-,-,Georg Ströter/Erwin Kallies/Christoph Knour/Manfred Anspann (D),NA,NA,NA,NA,NA,Ford,Focus,ST,NA,NA,Result: did not finishGrid: 138th (11:15.6790),did not finishGrid: 138th (11:15.6790),not_finished,138,11:15.6790,NA,11:15.6790,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Ford.html,https://www.racingsportscars.com/type/photo/Ford/Focus.html,https://www.racingsportscars.com/suffix/photo/Ford/Focus/ST.html,NA,NA
nurburgring,2003-06-01,9,V8 Star - Jaguar V8,NA,E1,Wiechers Sport,-,-,Hermann Tilke (D)/Ulrich Gallade (D)/Dirk Adorf (D)/Thomas Mutsch (D),NA,NA,NA,NA,NA,V8,Star,NA,NA,NA,Result: did not finishGrid: 13th (9:31.6850),did not finishGrid: 13th (9:31.6850),not_finished,13,9:31.6850,NA,9:31.6850,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/V8.html,https://www.racingsportscars.com/type/photo/V8/Star.html,NA,NA,NA
nurburgring,2003-06-01,138,Alfa Romeo 156 - Alfa Romeo,NA,A3,,-,-,Marta Vinicio/Marco Cajani (I)/Marco Rossi/Ross Zampatti (AUS),NA,NA,NA,NA,NA,Alfa Romeo,156,NA,NA,NA,Result: did not finishGrid: 133rd (11:13.1810),did not finishGrid: 133rd (11:13.1810),not_finished,133,11:13.1810,NA,11:13.1810,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Alfa%20Romeo.html,https://www.racingsportscars.com/type/photo/Alfa%20Romeo/156.html,NA,NA,NA
nurburgring,2003-06-01,69,BMW M3 E36 - BMW,NA,A6,,Closed bodywork,Front-engined,Robert Brooks (GB)/Rob Wilson (NZ)/Frank Mountain (GB),NA,NA,NA,NA,NA,BMW,M3,E36,NA,NA,Result: did not finishGrid: 64th (10:35.0480),did not finishGrid: 64th (10:35.0480),not_finished,64,10:35.0480,NA,10:35.0480,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,https://www.racingsportscars.com/suffix/photo/BMW/M3/E36.html,NA,NA
nurburgring,2003-06-01,92,Alfa Romeo GTV - Alfa Romeo,NA,A5,Engstler Motorsport,-,-,Jörg Demandt/Detlev Ebeling/Andreas Wollschläger/Patrick Hinte,NA,NA,NA,NA,NA,Alfa Romeo,GTV,NA,NA,NA,Result: did not finishGrid: 155th (11:22.7810),did not finishGrid: 155th (11:22.7810),not_finished,155,11:22.7810,NA,11:22.7810,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Alfa%20Romeo.html,https://www.racingsportscars.com/type/photo/Alfa%20Romeo/GTV.html,NA,NA,NA
nurburgring,2003-06-01,220,Renault Clio RS - Renault,NA,N2,East Belgian Racing Team,-,-,Fabrice Reicher (F)/Gerard Cotteret/Jean-Yves Close/Bernard Crouquet (B),NA,NA,NA,NA,NA,Renault,Clio,RS,NA,NA,Result: did not finishGrid: 201st (11:56.9110),did not finishGrid: 201st (11:56.9110),not_finished,201,11:56.9110,NA,11:56.9110,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Renault.html,https://www.racingsportscars.com/type/photo/Renault/Clio.html,https://www.racingsportscars.com/suffix/photo/Renault/Clio/RS.html,NA,NA
nurburgring,2003-06-01,6,Opel Astra V8 Coupé - Opel,NA,E1,OPC Team Phoenix,-,-,Peter Dumbreck (GB)/Jeroen Bleekemolen (NL)/Christian Menzel (D)/Volker Strycek (D),NA,NA,NA,NA,NA,Opel,Astra,V8 Coupé,NA,NA,Result: did not finishGrid: 3rd (9:04.4440),did not finishGrid: 3rd (9:04.4440),not_finished,3,9:04.4440,NA,9:04.4440,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Astra.html,https://www.racingsportscars.com/suffix/photo/Opel/Astra/V8%20Coup%c3%a9.html,NA,NA
nurburgring,2003-06-01,35,Porsche 996 - Porsche,NA,A7,JVG Racing GmbH,Closed bodywork,Rear-engined,Jürgen von Gartzen (D)/Nigel Smith (GB)/John Grant (GB)/Christophe Bouchut (F),NA,NA,NA,NA,NA,Porsche,996,NA,NA,NA,Result: did not finishGrid: 30th (10:04.7710),did not finishGrid: 30th (10:04.7710),not_finished,30,10:04.7710,NA,10:04.7710,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/996.html,NA,NA,NA
nurburgring,2003-06-01,22,Porsche 996 - Porsche,NA,A7,Manthey-Racing GmbH,Closed bodywork,Rear-engined,Wilhelm Kern (D)/Bert Lambrecht (B)/Michael Jacobs (USA)/Reinhold Renger (D),NA,NA,NA,NA,NA,Porsche,996,NA,NA,NA,Result: did not finishGrid: 15th (9:40.0540),did not finishGrid: 15th (9:40.0540),not_finished,15,9:40.0540,NA,9:40.0540,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/996.html,NA,NA,NA
nurburgring,2003-06-01,41,Porsche 993 Turbo - Porsche F6 Turbo,NA,A8,,Closed bodywork,Rear-engined,Fabien Giroix (F)/Manuel Monteiro (P)/Michel Monteiro (P)/Vassort,NA,NA,NA,NA,NA,Porsche,993 Turbo,NA,NA,NA,Result: did not finishGrid: 32nd (10:07.9660),did not finishGrid: 32nd (10:07.9660),not_finished,32,10:07.9660,NA,10:07.9660,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/993%20Turbo.html,NA,NA,NA
nurburgring,2003-06-01,233,BMW M3 E36 - BMW,NA,N4,,Closed bodywork,Front-engined,Mauro Simoncini (I)/Massimo Cairati/Roberto Cairati,NA,NA,NA,NA,NA,BMW,M3,E36,NA,NA,Result: did not finishGrid: 163rd (11:24.9890),did not finishGrid: 163rd (11:24.9890),not_finished,163,11:24.9890,NA,11:24.9890,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,https://www.racingsportscars.com/suffix/photo/BMW/M3/E36.html,NA,NA
nurburgring,2003-06-01,54,BMW M3 E46 - BMW,NA,A6,,Closed bodywork,Front-engined,Michael Tischner (D)/Matthias Tischner (D)/Wilfried Thal/Frank Lorenzo (D),NA,NA,NA,NA,NA,BMW,M3,E46,NA,NA,Result: did not finishGrid: 20th (9:49.2450),did not finishGrid: 20th (9:49.2450),not_finished,20,9:49.2450,NA,9:49.2450,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,https://www.racingsportscars.com/suffix/photo/BMW/M3/E46.html,NA,NA
nurburgring,2003-06-01,116,Opel Manta B2 #WOL000058G6124929 - Opel,NA,A3,Kissling Motorsport (D),Closed bodywork,Front-engined,Olaf Beckmann (D)/Bernhard Schmittner/Peter Hass (D),NA,NA,NA,NA,NA,Opel,Manta,B2,#WOL000058G6124929,NA,Result: did not finishGrid: 72nd (10:42.6760),did not finishGrid: 72nd (10:42.6760),not_finished,72,10:42.6760,NA,10:42.6760,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Manta.html,https://www.racingsportscars.com/suffix/photo/Opel/Manta/B2.html,https://www.racingsportscars.com/chassis/photo/WOL000058G6124929.html,NA
