model_id,model,start_year,end_year,source_year,source_category,production_status,period_source_name,period_source_url,period_source_type,period_confidence,period_review_status,period_notes,period_reviewed_at,main_family,subfamily,lineage,generation,engine_architecture,engine_type,engine_location,seating_configuration,orientation,predecessor,predecessor_year,predecessor_relationship,successor,successor_year,successor_relationship,successor_in_dataset,alternative_predecessor,alternative_relationship,base_model,base_model_year,taxonomy_confidence,external_enrichment_required,taxonomy_notes,start_year_source,taxonomy_source,engine,displacement_cc,max_power_cv,rpm_max_power,top_speed_kmh,engine_position,engine_orientation,engine_angle_deg,compression_ratio,bore_mm,stroke_mm,weight_kg,wheelbase_mm,length_mm,width_mm,height_mm,image_url,url,description,source_origin
ferrari_1956_625_lm,625 LM,1956,,1956,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Front-engined sports prototype,,,I4,combustion,front,race-specific,competition,,,,,,,,,,,,medium,TRUE,,ferrari_past_models.csv,rules based on repository data,4-cyl.,2498,220,6200,250,front,longitudinal,,9,94,90,730,2250,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5ddd2b51f8fc7b0aa90859a2-ferrari-625-lm-1956-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/625-lm,"Due to the tragic accident at Le Mans in 1955, the French placed a 2500 cc limit on prototypes for the following year’s race. This meant that the Ferrari 625 LM had to be put together in great haste by boring out the four cylinders of the 2-litre Testarossa engine and replacing the existing carburettors with twin Weber 42 DCOA/3s.",ferrari_past_models_scraper
ferrari_1956_860_monza,860 Monza,1956,,1956,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Front-engined sports prototype,,,I4,combustion,front,race-specific,competition,,,,,,,,,,,,medium,TRUE,,ferrari_past_models.csv,rules based on repository data,4-cyl.,3432,280,6000,260,front,longitudinal,,8.5,102,105,860,2350,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5ddd2d242cdb32285a79f182-ferrari-860-monza-1956-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/860-monza,The Ferrari 860 Monza brought the era of the four-cylinder engine to a close and marked the channelling of the company’s engineering efforts back into the V12.,ferrari_past_models_scraper
ferrari_1957_250_california,250 California,1957,,1957,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Front-engined V12 two-seat GT,Spider / cabriolet,,,V12,combustion,front,,grand tourer,,,,,,,,,,,,low,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,2953,239,7000,252,front,longitudinal,60,8.5,73,59,1100,2600,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5ddd2ffd2cdb32285a79f21c-ferrari-250-california-1957-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/250-california,"Ferrari 250 California: Thanks to Ferrari's reputation in motor sports, and the work of importer Luigi Chinetti, the United States became an important market. John Von Neumann, the west coast representative, thought that there was potential for an open Spider suited to the Californian sun, a sort of open 250 GT Berlinetta.",ferrari_past_models_scraper
ferrari_1957_250_gt_cabriolet,250 GT Cabriolet,1957,,1957,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Front-engined V12 two-seat GT,Spider / cabriolet,,,V12,combustion,front,,grand tourer,,,,,,,,,,,,low,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,2953,239,7000,252,front,longitudinal,60,8.5,73,59,1050,2600,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5ddd2dc52cdb32285a79f1a7-ferrari-250-gt-cabriolet-1956-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/250-gt-cabriolet,"Ferrari 250 GT Cabriolet: Pininfarina presented this two-seater spider at the Geneva Motor Show in 1957, a year after a similar proposal by Boano debuted at the same venue. With its classic lines, the Pininfarina interpretation proved to be an instant hit with the more refined clientele.",ferrari_past_models_scraper
ferrari_1957_250_testa_rossa,250 Testa Rossa,1957,,1957,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Front-engined sports prototype,,,V12,combustion,front,race-specific,competition,,,,,,,,,,,,medium,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,2953,300,7200,270,front,longitudinal,60,9.8,73,59,800,2350,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5ddd338a0cf6995f44de9336-ferrari-250-testa-rossa-1957-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/250-testa-rossa,"The Ferrari 250 Testa Rossa was designed to offer customers already racing with the 500 TRC a much more powerful engine on a similar chassis to help retain the former model’s great handling. Rumour also had it that the FIA would place a three-litre limit on prototypes and this indeed proved to be the case. As a result the reliable V12 from the 250 Gran Turismo was used albeit with a radically tuned with six twin-choke carburettors. Compared with the 500 TRC, only the valve covers were painted red, but the car still kept the Testa Rossa name and won the Manufacturers’ World Championship in 1958.",ferrari_past_models_scraper
ferrari_1957_290_s,290 S,1957,,1957,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Front-engined sports prototype,,,V12,combustion,front,race-specific,competition,,,,,,,,,,,,medium,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,3491,330,8000,,front,longitudinal,60,9,73,70,,2350,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5ddd31550cf6995f44de9332-ferrari-290-s-1957-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/290-s,"The Ferrari 290 S was the first Ferrari sports car powered by a four overhead camshaft engine. Built by the team led by Vittorio Jano, the engine embodied a number of technical ideas incorporated on the F1 V8 engine recently inherited from Lancia.",ferrari_past_models_scraper
ferrari_1957_315_s,315 S,1957,,1957,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Front-engined sports prototype,,,V12,combustion,front,race-specific,competition,,,,,,,,,,,,medium,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,3783,360,7800,290,front,longitudinal,60,9,76,70,880,2350,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5ddd31d40cf6995f44de9333-ferrari-315-s-1957-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/315-s,"Fitted with a V12 with four chain-driven overhead camshafts, the Ferrari 315 S signalled a major advance on the single camshaft engine. In addition to being more powerful, the engine was also nine kilos lighter and more reliable to boot. At the tragic 1957 Mille Miglia, the scene of De Portago’s devastating accident, Piero Taruffi drove the 315 S to victory in what was also to be the final race of his career.",ferrari_past_models_scraper
ferrari_1957_335_s,335 S,1957,,1957,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Front-engined sports prototype,,,V12,combustion,front,race-specific,competition,,,,,,,,,,,,medium,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,4023,390,7400,300,front,longitudinal,60,9.2,77,72,880,2350,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5ddd327084077c3b2434183e-ferrari-335-s-1957-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/335-s,"Ferrari 335 S: The direct descendant of the 315 S, the 335 S made its debut at the infamous 1957 Mille Miglia with Alfonso De Portago replacing an unwell Luigi Musso at the wheel at the last minute. The car was lying third when tragedy struck near Guidizzolo, killing De Portago, his co-driver Edmond Nelson and 14 spectators. The ensuing barrage of protests brought the era of high-speed road racing to an end in Italy.",ferrari_past_models_scraper
ferrari_1957_500_trc,500 TRC,1957,,1957,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Front-engined sports prototype,,,I4,combustion,front,race-specific,competition,,,,,,,,,,,,medium,TRUE,,ferrari_past_models.csv,rules based on repository data,I4,1985,179,7000,245,front,longitudinal,,8.5,90,78,680,2250,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5ddd30ae84077c3b243417da-ferrari-500-trc-1957-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/500-trc,"Ferrari 500 TRC: The 500 TR launched the previous year needed to be revised to comply with the new C-section regulations of the International Sporting Code which came into force at the start of 1957. The C in the name of the resulting 500 TRC refers to this fact. Scaglietti took advantage of changes to design new lower, sleeker, even more seductive bodywork. The model was only raced by clients and didn’t win any prestigious races outright.",ferrari_past_models_scraper
ferrari_1958_250_testa_rossa_competizione,Ferrari 250 Testa Rossa Competizione / 335,1958,,1958,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Competition derivatives,Competition GT,,,V12,combustion,front,race-specific,competition,,,,,,,,,,,,medium,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,4023,432,8000,,front,longitudinal,60,9.9,77,72,,2350,,,,https://cdn.ferrari.com/cms/network/media/img/resize/6904a1d8706c6f0020389d96-ferrari-250-testa-rossa-competizione-card?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/250-testa-rossa-competizione,,ferrari_past_models_scraper
ferrari_1958_dino_196_s,Dino 196 S,1958,,1958,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Front-engined sports prototype,,,V6,combustion,front,race-specific,competition,,,,,,,,,,,,medium,TRUE,,ferrari_past_models.csv,rules based on repository data,V6,1984,194,7200,250,front,longitudinal,65,9.8,77,71,,2220,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5ddd342c2cdb32285a79f315-ferrari-dino-196-s-1958-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/dino-196-s,"Ferrari Dino 196 S: At first sight this car looks just like a slightly smaller version of the 250 Testa Rossa, but on closer inspection it becomes clear that the transparent air intake over the carburettors has six instead of 12 intake trumpets. The body is of a style very much in vogue in between 1958 and 1960 and in fact, it pops up again on the other sports model with a Dino engine, the 246 S. The two-litre version’s engine performed brilliantly and the car triumphed in its class over and over again before making way for the more powerful 246 model.",ferrari_past_models_scraper
ferrari_1958_dino_296_s,Dino 296 S,1958,,1958,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Front-engined sports prototype,,,V6,combustion,front,race-specific,competition,,,,,,,,,,,,medium,TRUE,,ferrari_past_models.csv,rules based on repository data,V6,2962,300,7600,,front,longitudinal,65,10,85,87,,2280,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5ddd3554f8fc7b0aa9085c08-ferrari-dino-296-s-1958-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/dino-296-s,"Ferrari Dino 296 S: Featuring a single overhead camshaft per cylinder bank, the 196 S was driven by Collins first time out at Goodwood. The engine was modified to a single overhead camshaft V6 60° unit for endurance races in 1959 and 1960. A 2.4 litre version was also produced in 1960, the 246 S. The 296 S was also given a V6 engine, with an overall displacement of 1983.72 cm3. All three vehicles were designed by Scaglietti and Fantuzzi.",ferrari_past_models_scraper
ferrari_1959_250_gt_berlinetta_passo_corto,250 GT Berlinetta passo corto,1959,,1959,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Front-engined V12 two-seat GT,Berlinetta / coupe,,,V12,combustion,front,,grand tourer,,,,,,,,,,,,low,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,2953,280,7000,268,front,longitudinal,60,9.2,73,59,960,2400,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5ddd37250cf6995f44de933b-ferrari-250-berlinetta-passo-corto-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/250-gt-berlinetta-passo-corto,"Ferrari 250 GT Berlinetta passo corto: Presented in Paris in October 1959, the short-wheelbase 250 GT Berlinetta epitomised the ideal road racer. With just a few minor touches (colder spark plugs, racing tyres and a roll-bar), the car could take to any circuit and battle it out for a class win.",ferrari_past_models_scraper
ferrari_1960_250_gt_2_2,250 GT 2+2,1960,,1960,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Front-engined V12 2+2 GT,Four-seat grand tourer,V12 GT 2+2,1,V12,combustion,front,2+2,grand tourer,,,,330 GT 2+2,1964,direct,TRUE,,,,,high,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,V12,2953,239,7000,230,front,longitudinal,60,8.8,73,59,1280,2600,4700,1710,1340,https://cdn.ferrari.com/cms/network/media/img/resize/5defacba23a9f6031d9e27b1-ferrari-250-gt-2-2-1960-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/250-gt-2-2,Ferrari 250 GT 2+2 - 1960,ferrari_past_models_scraper
ferrari_1960_400_superamerica,400 Superamerica,1960,,1960,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Front-engined V12 two-seat GT,Berlinetta / coupe,,,V12,combustion,front,,grand tourer,,,,,,,,,,,,low,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,3967,340,7000,265,front,longitudinal,60,8.8,77,71,1250,2420,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5defacf6d920210f0efa9827-ferrari-400-superamerica-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/400-superamerica,Ferrari 400 Superamerica - 1960,ferrari_past_models_scraper
ferrari_1960_dino_246_s,Dino 246 S,1960,,1960,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Front-engined sports prototype,,,V6,combustion,front,race-specific,competition,,,,,,,,,,,,medium,TRUE,,ferrari_past_models.csv,rules based on repository data,V6,2417,250,7500,,front,longitudinal,60,9.8,85,71,640,2160,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5defad3d7aa1855022678aad-ferrari-dino-246-1960-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/dino-246-s,Ferrari Dino 246 - 1960,ferrari_past_models_scraper
ferrari_1961_246_sp,246 SP,1961,,1961,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Mid-engined sports prototype,,,V6,combustion,mid,race-specific,competition,,,,,,,,,,,,medium,TRUE,,ferrari_past_models.csv,rules based on repository data,V6,2417,271,8000,270,rear,longitudinal,65,9.8,85,71,590,2320,4060,1480,1050,https://cdn.ferrari.com/cms/network/media/img/resize/5defabf2015cdf6d417badb7-ferrari-246-sp-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/246-sp,Ferrari 246 SP - 1960,ferrari_past_models_scraper
ferrari_1962_250_gt_berlinetta_lusso,250 GT Berlinetta lusso,1962,,1962,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Front-engined V12 two-seat GT,Berlinetta / coupe,,,V12,combustion,front,,grand tourer,,,,,,,,,,,,low,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,2953,239,7500,240,front,longitudinal,60,9.2,73,59,1020,2400,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5dc00af148ab400ab445c3f7-ferrari-250-gt-berlinetta-lusso-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/250-gt-berlinetta-lusso,Ferrari 250 GT Berlinetta lusso - 1962,ferrari_past_models_scraper
ferrari_1962_250_gto,250 GTO,1962,,1962,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Front-engined V12 two-seat GT,Berlinetta / coupe,,,V12,combustion,front,,grand tourer,,,,,,,,,,,,low,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,,300,,,front,longitudinal,60,9.8,73,59,880,2400,4325,1600,1210,https://cdn.ferrari.com/cms/network/media/img/resize/5ddb9b72f8fc7b0aa90807a2-ferrari-250-gto-1962-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/250-gto,Ferrari 250 GTO - 1962,ferrari_past_models_scraper
ferrari_1962_196_sp,196 SP,1962,,1962,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Mid-engined sports prototype,,,V6,combustion,mid,race-specific,competition,,,,,,,,,,,,medium,TRUE,,ferrari_past_models.csv,rules based on repository data,V6,1984,209,7500,240,rear,longitudinal,60,9.8,77,71,600,2320,4060,1480,970,https://cdn.ferrari.com/cms/network/media/img/resize/5dc0096248ab400ab445c399-ferrari-196-sp-1962-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/196-sp,The sports models included the Ferrari 196 SP which did not have a Dino engine,ferrari_past_models_scraper
ferrari_1962_248_sp,248 SP,1962,,1962,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Mid-engined sports prototype,,,V8,combustion,mid,race-specific,competition,,,,,,,,,,,,medium,TRUE,,ferrari_past_models.csv,rules based on repository data,V8,2459,250,7400,290,rear,longitudinal,90,9.8,77,66,640,2320,4060,1480,970,https://cdn.ferrari.com/cms/network/media/img/resize/5dc0077a8c92940b3a3f1f39-ferrari-248-sp-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/248-sp,"Ferrari 248 SP: This 2,458 cc barchetta was fitted with a single overhead camshaft V8 engine",ferrari_past_models_scraper
